Process name,Flow name,Compartment,Amount,Normalized flow name,Normalized compartment
Ethylene oxide,"hydrogen sulfide [Emissions to air, unspecified]",,1.5521e-06,hydrogen sulfide,
Ethylene oxide,"rhodium [Emissions to air, unspecified]",,5.2354e-11,rhodium,
Ethylene oxide,"nitrobenzene [Emissions to air, unspecified]",,6.5338e-15,nitrobenzol,
Ethylene oxide,total organic carbon [Emissions to fresh water],,0.0131919,total organic carbon,
Ethylene oxide,"butene [Emissions to air, unspecified]",,6.1027e-06,butene,
Ethylene oxide,"acrylic acid [Emissions to air, unspecified]",,7.6227e-20,acrylic acid,
Ethylene oxide,"Hydrocarbons, chlorinated [Emissions to air, unspecified]",,3.6296e-10,"hydrocarbons,chlorinated",
Ethylene oxide,"waste heat [Emissions to air, unspecified]",,8.3615,waste heat,
Ethylene oxide,Benzal chloride,,1.0645e-20,benzal chloride,
Ethylene oxide,Dichromate [Emissions to fresh water],,8.2126e-14,dichromate,
Ethylene oxide,"1,2-dichlorobenzene [Emissions to fresh water]",,8.3466e-15,"1,2-dichlorobenzol",
Ethylene oxide,chromium VI [Emissions to fresh water],,2.34574e-07,chromium vi,
Ethylene oxide,"Nitrogen, organic bound [Emissions to fresh water]",,2.683e-07,"nitrogen,organic bound",
Ethylene oxide,nitrobenzene [Emissions to fresh water],,2.6184e-14,nitrobenzol,
Ethylene oxide,dimethylamine [Emissions to fresh water],,3.6736e-15,dimethylamine,
Ethylene oxide,Methyl borate,,1.6645e-16,methyl borate,
Ethylene oxide,americium-241 [Emissions to fresh water],,1.6068e-06,americium-241,
Ethylene oxide,Waste of foil (inline recycling),,2.251e-10,waste of foil,
Ethylene oxide,"carbon disulfide [Emissions to air, unspecified]",,1.5045e-08,carbon disulfide,
Ethylene oxide,"methyl formate [Emissions to air, unspecified]",,2.1549e-16,methyl formate,
Ethylene oxide,"Aldehydes, unspecified [Emissions to air, unspecified]",,9.4149e-10,"aldehydes,unspecified",
Ethylene oxide,hydrogen sulfide [Emissions to fresh water],,6.5638e-09,hydrogen sulfide,
Ethylene oxide,"Hydrocarbons, aromatic [Emissions to air, unspecified]",,1.2567e-05,"hydrocarbons,aromatic",
Ethylene oxide,fluoride [Emissions to fresh water],,2.5297e-06,fluoride,
Ethylene oxide,"propylene oxide [Emissions to air, unspecified]",,5.7813e-11,propene oxide,
Ethylene oxide,nitrite [Emissions to fresh water],,2.1842e-08,nitrite,
Ethylene oxide,sulfide [Emissions to fresh water],,1.4768e-08,sulfide,
Ethylene oxide,Dissolved solids [Emissions to fresh water],,8.439382729e-07,dissolved solids,
Ethylene oxide,"non-methane volatile organic compounds [Emissions to air, unspecified]",,0.001674989177,non-methane volatile organic compounds,
Ethylene oxide,tert-butyl methyl ether [Emissions to fresh water],,5.6559e-09,tert-butyl methyl ether,
Ethylene oxide,"R-40 [Emissions to air, unspecified]",,6.2587e-11,r-40,
Ethylene oxide,"methylamine [Emissions to air, unspecified]",,5.9045e-16,methylamine,
Ethylene oxide,Hazardous waste for further processing,,0.00050172,hazardous waste for further processing,
Ethylene oxide,chloride [Emissions to fresh water],,0.032181,chloride,
Ethylene oxide,waste heat [Emissions to fresh water],,1.0536,waste heat,
Ethylene oxide,Filter dust,,0.0029009,filter dust,
Ethylene oxide,Radioactive isotopes (unspecific),,3.5051e-07,radioactive isotopes,
Ethylene oxide,Catalysts material,,1.5392e-05,catalysts material,
Ethylene oxide,"γ-butyrolactone [Emissions to air, unspecified]",,1.216e-25,γ-butyrolactone,
Ethylene oxide,"Terpenes [Emissions to air, unspecified]",,4.3805e-12,terpenes,
Ethylene oxide,hydrocarbons (unspecified) [Emissions to fresh water],,4.4194e-07,hydrocarbons,
Ethylene oxide,"chromium VI [Emissions to air, unspecified]",,3.8418e-10,chromium vi,
Ethylene oxide,"HFC-116 [Emissions to air, unspecified]",,5.6475e-11,hfc-116,
Ethylene oxide,propylene oxide [Emissions to fresh water],,1.3911e-10,propene oxide,
Ethylene oxide,antimony-124 [Emissions to fresh water],,2.9414e-07,antimony-124,
Ethylene oxide,methylamine [Emissions to fresh water],,1.417e-15,methylamine,
Ethylene oxide,phosphate [Emissions to fresh water],,9.7045e-05,phosphate,
Ethylene oxide,"acetonitrile [Emissions to air, unspecified]",,5.2567e-12,acetonitrile,
Ethylene oxide,acid (as H+) [Emissions to fresh water],,1.9392e-08,acid,
Ethylene oxide,tributyltin oxide [Emissions to fresh water],,5.5011e-08,tributyltin oxide,
Ethylene oxide,"dimethyl formamide [Emissions to air, unspecified]",,4.4227e-07,dimethyl formamide,
Ethylene oxide,"hydrogen chloride [Emissions to air, unspecified]",,3.0327e-05,hydrogen chloride,
Ethylene oxide,"fluorine [Emissions to air, unspecified]",,6.2747e-11,fluorine,
Ethylene oxide,biological oxygen demand [Emissions to fresh water],,0.022335,biological oxygen demand,
Ethylene oxide,"tert-butyl methyl ether [Emissions to air, unspecified]",,1.9932e-06,tert-butyl methyl ether,
Ethylene oxide,antimony-125 [Emissions to fresh water],,1.0451e-08,antimony-125,
Ethylene oxide,ethylenediamine [Emissions to fresh water],,2.5633e-14,ethenediamine,
Ethylene oxide,Waste for recovery (unspecific),,0.0015027,waste for recovery,
Ethylene oxide,"ethylenediamine [Emissions to air, unspecified]",,1.0657e-14,ethenediamine,
Ethylene oxide,"xenon-133 [Emissions to air, unspecified]",,0.08592,xenon-133,
Ethylene oxide,"2-methyl-1-propene [Emissions to air, unspecified]",,1.2634e-06,2-methyl-1-propene,
Ethylene oxide,"monoethanolamine [Emissions to air, unspecified]",,5.5446e-11,monoethanolamine,
Ethylene oxide,"sulphuric acid [Emissions to air, unspecified]",,6.1642e-19,sulphuric acid,
Ethylene oxide,"Radioactive species, Nuclides, unspecified [Emissions to fresh water]",,408.26,"radioactive species,nuclides,unspecified",
Ethylene oxide,chemical oxygen demand [Emissions to fresh water],,0.022427,chemical oxygen demand,
Ethylene oxide,ammonium [Emissions to fresh water],,2.1557e-06,ammonium,
Ethylene oxide,Gypsum (FGD),,0.003332,gypsum,
Ethylene oxide,"methacrylate [Emissions to air, unspecified]",,3.3324e-19,methacrylate,
Ethylene oxide,"hydrogen [Emissions to air, unspecified]",,2.8817e-06,hydrogen,
Ethylene oxide,"Carbonyl sulfide [Emissions to air, unspecified]",,5.877e-10,carbonyl sulfide,
"Hydrogen, chlor-alkali production mix",freshwater [Renewable material resources from water],,-0.0018857,freshwater,
"Hydrogen, chlor-alkali production mix",asbestos (white) [Non-renewable material resources from ground],,-4.7209e-07,asbestos,
"Hydrogen, chlor-alkali production mix",olivine [Non-renewable material resources from ground],,-6.0691e-11,olivine,
"Hydrogen, chlor-alkali production mix",sodium chloride [Non-renewable material resources from ground],,-0.0048193,sodium chloride,
"Hydrogen, chlor-alkali production mix",mineral extraction site [Land occupation],,-3.451e-05,mineral extraction site,
"Hydrogen, chlor-alkali production mix","agriculture, mosaic [Land occupation]",,-0.019777,"agriculture,mosaic",
"Hydrogen, chlor-alkali production mix","Wood, primary forest, standing [Renewable material resources from biosphere]",,-1.00077792e-07,"wood,primary forest,standing",
"Hydrogen, chlor-alkali production mix","Volume occupied, underground deposit [Land occupation]",,-1.9476e-09,"volume occupied,underground deposit",
"Hydrogen, chlor-alkali production mix",ground water [Renewable material resources from water],,-0.000948114582,ground water,
"Hydrogen, chlor-alkali production mix",lanthanum [Non-renewable element resources from ground],,-4.6481e-11,lanthanum,
"Hydrogen, chlor-alkali production mix",kieserite [Non-renewable material resources from ground],,-7.0252e-11,kieserite,
"Hydrogen, chlor-alkali production mix",sea water [Renewable material resources from water],,-0.0004834,sea water,
"Hydrogen, chlor-alkali production mix",from unspecified [Land transformation],,-1.117e-06,from unspecified,
"Hydrogen, chlor-alkali production mix","Water, salt, sole [Renewable material resources from water]",,-0.0010483,"water,salt,sole",
"Hydrogen, chlor-alkali production mix",sand [Non-renewable material resources from ground],,-1.7996e-07,sand,
"Hydrogen, chlor-alkali production mix",primary energy from hydro power [Renewable energy resources from water],,-0.52846,primary energy from hydro power,
"Hydrogen, chlor-alkali production mix",lake water [Renewable material resources from water],,-5.8861e-10,lake water,
"Hydrogen, chlor-alkali production mix",praseodymium [Non-renewable element resources from ground],,-2.7124e-12,praseodymium,
"Hydrogen, chlor-alkali production mix",kaolin [Non-renewable material resources from ground],,-3.0173e-08,kaolin,
"Hydrogen, chlor-alkali production mix","from forest, primary [Land transformation]",,-7.8027e-09,"from forest,primary",
"Hydrogen, chlor-alkali production mix",barium sulfate [Non-renewable material resources from ground],,-1.6109e-06,barium sulfate,
"Hydrogen, chlor-alkali production mix",gypsum [Non-renewable material resources from ground],,-3.59787e-09,gypsum,
"Hydrogen, chlor-alkali production mix",biomass [Renewable energy resources from biosphere],,-0.73814087096,biomass,
"Hydrogen, chlor-alkali production mix",neodymium [Non-renewable element resources from ground],,-2.5564e-11,neodymium,
"Hydrogen, chlor-alkali production mix",carbon [Non-renewable material resources from ground],,-5.23433e-07,carbon,
"Hydrogen, chlor-alkali production mix","from agriculture, mosaic [Land transformation]",,-8.6487e-06,"from agriculture,mosaic",
"Hydrogen, chlor-alkali production mix",granite [Non-renewable material resources from ground],,-1.1342e-15,granite,
"Hydrogen, chlor-alkali production mix",to unspecified [Land transformation],,-1.4639e-08,to unspecified,
"Hydrogen, chlor-alkali production mix",sodium sulfate [Non-renewable material resources from ground],,-1.5414e-07,sodium sulfate,
"Hydrogen, chlor-alkali production mix",magnesite [Non-renewable material resources from ground],,-3.5874e-09,magnesite,
"Hydrogen, chlor-alkali production mix",cerium [Non-renewable element resources from ground],,-1.5505e-10,cerium,
"Hydrogen, chlor-alkali production mix","Volume occupied, final repository for low-active radioactive waste [Land occupation]",,-6.9237e-11,"volume occupied,final repository for low-active radioactive waste",
"Hydrogen, chlor-alkali production mix",samarium [Non-renewable element resources from ground],,-1.9356e-12,samarium,
"Hydrogen, chlor-alkali production mix",inert rock [Non-renewable material resources from ground],,-1.2951679986717814e-07,inert rock,
"Hydrogen, chlor-alkali production mix",primary energy from wind power [Renewable energy resources from air],,-0.30312,primary energy from wind power,
"Hydrogen, chlor-alkali production mix","peat, in ground [Renewable material resources from biosphere]",,-1.3578e-06,"peat,in ground",
"Hydrogen, chlor-alkali production mix",basalt [Non-renewable material resources from ground],,-1.4504e-11,basalt,
"Hydrogen, chlor-alkali production mix",colemanite [Non-renewable material resources from ground],,-2.5726e-10,colemanite,
"Hydrogen, chlor-alkali production mix",rhodium [Non-renewable element resources from ground],,-5.0214e-14,rhodium,
"Hydrogen, chlor-alkali production mix",potassium chloride [Non-renewable material resources from ground],,-6.6221e-08,potassium chloride,
"Hydrogen, chlor-alkali production mix",fluorspar [Non-renewable material resources from ground],,-2.6374e-06,fluorspar,
"Hydrogen, chlor-alkali production mix","Volume occupied, final repository for radioactive waste [Land occupation]",,-1.7119e-11,"volume occupied,final repository for radioactive waste",
"Hydrogen, chlor-alkali production mix",bentonite [Non-renewable material resources from ground],,-1.5034e-07,bentonite,
"Hydrogen, chlor-alkali production mix",Pit Methane [Non-renewable energy resources from ground],,-0.00365981724637681,pit methane,
"Hydrogen, chlor-alkali production mix",clay [Non-renewable material resources from ground],,-1.1048e-06,clay,
"Hydrogen, chlor-alkali production mix",natural aggregate [Non-renewable material resources from ground],,-7.425e-05,natural aggregate,
"Hydrogen, chlor-alkali production mix","from urban, continuously built [Land transformation]",,-6.7009e-07,"from urban,continuously built",
"Hydrogen, chlor-alkali production mix",primary energy from solar energy [Renewable energy resources from air],,-0.084398,primary energy from solar energy,
"Hydrogen, chlor-alkali production mix",cinnabar [Non-renewable material resources from ground],,-1.499e-06,cinnabar,
"Hydrogen, chlor-alkali production mix",water [Renewable material resources from water],,-0.09127851,water,
"Hydrogen, chlor-alkali production mix","urban, continuously built [Land occupation]",,-0.00095281,"urban,continuously built",
"Hydrogen, chlor-alkali production mix","Wood, soft, standing [Renewable material resources from biosphere]",,-7.02960318e-07,"wood,soft,standing",
"Hydrogen, chlor-alkali production mix","to urban, continuously built [Land transformation]",,-1.2894e-06,"to urban,continuously built",
"Hydrogen, chlor-alkali production mix",primary energy from geothermics [Renewable energy resources from ground],,-0.00054864,primary energy from geothermics,
"Hydrogen, chlor-alkali production mix",sodium nitrate [Non-renewable material resources from ground],,-9.6753e-15,sodium nitrate,
"Hydrogen, chlor-alkali production mix",feldspar [Non-renewable material resources from ground],,-1.3421e-15,feldspar,
"Hydrogen, chlor-alkali production mix",diatomite [Non-renewable material resources from ground],,-1.1427e-14,diatomite,
"Hydrogen, chlor-alkali production mix",unspecified [Land occupation],,-2.0508e-07,unspecified,
"Hydrogen, chlor-alkali production mix",gadolinium [Non-renewable element resources from ground],,-9.6945e-13,gadolinium,
"Hydrogen, chlor-alkali production mix",fluorine [Non-renewable element resources from ground],,-2.67056e-08,fluorine,
"Hydrogen, chlor-alkali production mix",europium [Non-renewable element resources from ground],,-3.8844e-13,europium,
"Hydrogen, chlor-alkali production mix",calcium carbonate [Non-renewable material resources from ground],,-0.018817,calcium carbonate,
"Hydrogen, chlor-alkali production mix","to agriculture, mosaic [Land transformation]",,-9.065e-06,"to agriculture,mosaic",
"Hydrogen, chlor-alkali production mix",river water [Renewable material resources from water],,-1.7142e-11,river water,
"Hydrogen, chlor-alkali production mix",talc [Non-renewable material resources from ground],,-3.1245e-07,talc,
"Hydrogen, chlor-alkali production mix",antimonite [Non-renewable material resources from ground],,-1.1875e-15,antimonite,
"Hydrogen, chlor-alkali production mix",borax [Non-renewable material resources from ground],,-1.1894e-11,borax,
"Hydrogen, chlor-alkali production mix",dolomite [Non-renewable material resources from ground],,-2.9599e-09,dolomite,
"Hydrogen, chlor-alkali production mix",slate [Non-renewable material resources from ground],,-4.7193e-10,slate,
"Hydrogen, chlor-alkali production mix",calcium [Emissions to fresh water],,3.2038e-08,calcium,
"Hydrogen, chlor-alkali production mix",sulfate [Emissions to fresh water],,0.0070637,sulfate,
"Hydrogen, chlor-alkali production mix",sulfide [Emissions to fresh water],,9.7476e-10,sulfide,
"Hydrogen, chlor-alkali production mix","butylene glycol [Emissions to air, unspecified]",,1.6391e-15,butene glycol,
"Hydrogen, chlor-alkali production mix",total organic carbon [Emissions to non-agricultural soil],,2.2305e-07,total organic carbon,
"Hydrogen, chlor-alkali production mix",acid (as H+) [Emissions to fresh water],,3.6702336e-08,acid,
"Hydrogen, chlor-alkali production mix","hydrocarbons (unspecified) [Emissions to air, unspecified]",,3.17702e-07,hydrocarbons,
"Hydrogen, chlor-alkali production mix","Sodium dichromate [Emissions to air, unspecified]",,1.7237e-10,sodium dichromate,
"Hydrogen, chlor-alkali production mix","methacrylate [Emissions to air, unspecified (long-term)]",,2.4002e-20,methacrylate,
"Hydrogen, chlor-alkali production mix","phosgene [Emissions to air, unspecified]",,3.0094e-13,phosgene,
"Hydrogen, chlor-alkali production mix",Ash,,0.001039419,ash,
"Hydrogen, chlor-alkali production mix","hydrogen sulfide [Emissions to air, unspecified]",,1.0822e-06,hydrogen sulfide,
"Hydrogen, chlor-alkali production mix","rhodium [Emissions to air, unspecified]",,2.1922e-12,rhodium,
"Hydrogen, chlor-alkali production mix",Sodium hydroxide,,9.4178e-10,sodium hydroxide,
"Hydrogen, chlor-alkali production mix","nitrobenzene [Emissions to air, unspecified]",,4.6335e-14,nitrobenzol,
"Hydrogen, chlor-alkali production mix",total organic carbon [Emissions to fresh water],,2.10382e-05,total organic carbon,
"Hydrogen, chlor-alkali production mix","butene [Emissions to air, unspecified]",,1.0832e-09,butene,
"Hydrogen, chlor-alkali production mix","acrylic acid [Emissions to air, unspecified]",,2.0081e-20,acrylic acid,
"Hydrogen, chlor-alkali production mix","Hydrocarbons, chlorinated [Emissions to air, unspecified]",,8.5393e-09,"hydrocarbons,chlorinated",
"Hydrogen, chlor-alkali production mix","waste heat [Emissions to air, unspecified]",,7.6453,waste heat,
"Hydrogen, chlor-alkali production mix",Benzal chloride,,1.6277e-20,benzal chloride,
"Hydrogen, chlor-alkali production mix",Dichromate [Emissions to fresh water],,8.6663e-14,dichromate,
"Hydrogen, chlor-alkali production mix",bromate [Emissions to fresh water],,6.2037e-05,bromate,
"Hydrogen, chlor-alkali production mix","1,2-dichlorobenzene [Emissions to fresh water]",,1.0507e-13,"1,2-dichlorobenzol",
"Hydrogen, chlor-alkali production mix",chromium VI [Emissions to fresh water],,2.66745e-07,chromium vi,
"Hydrogen, chlor-alkali production mix","Nitrogen, organic bound [Emissions to fresh water]",,1.0677e-08,"nitrogen,organic bound",
"Hydrogen, chlor-alkali production mix",nitrobenzene [Emissions to fresh water],,1.8568e-13,nitrobenzol,
"Hydrogen, chlor-alkali production mix",dimethylamine [Emissions to fresh water],,3.495200018852e-06,dimethylamine,
"Hydrogen, chlor-alkali production mix",Methyl borate,,3.1085e-15,methyl borate,
"Hydrogen, chlor-alkali production mix",americium-241 [Emissions to fresh water],,1.4804e-06,americium-241,
"Hydrogen, chlor-alkali production mix",Iron scrap,,1.2391e-09,iron scrap,
"Hydrogen, chlor-alkali production mix",Waste of foil (inline recycling),,4.3418e-10,waste of foil,
"Hydrogen, chlor-alkali production mix","Hydrocarbons, aromatic [Emissions to fresh water]",,4.1073e-08,"hydrocarbons,aromatic",
"Hydrogen, chlor-alkali production mix","carbon disulfide [Emissions to air, unspecified]",,1.4978e-10,carbon disulfide,
"Hydrogen, chlor-alkali production mix","methyl formate [Emissions to air, unspecified]",,4.0543e-15,methyl formate,
"Hydrogen, chlor-alkali production mix",Hydrogen,,1.0,hydrogen,
"Hydrogen, chlor-alkali production mix","BTEX (Benzene, Toluene, Ethylbenzene, and Xylene), unspecified ratio",,1.2304e-09,"btex,unspecified ratio",
"Hydrogen, chlor-alkali production mix","Aldehydes, unspecified [Emissions to air, unspecified]",,5.0514e-11,"aldehydes,unspecified",
"Hydrogen, chlor-alkali production mix",volatile organic compound [Emissions to fresh water],,1.7152e-11,volatile organic compound,
"Hydrogen, chlor-alkali production mix",hydrogen sulfide [Emissions to fresh water],,2.7769e-09,hydrogen sulfide,
"Hydrogen, chlor-alkali production mix","Hydrocarbons, aromatic [Emissions to air, unspecified]",,5.99655033e-07,"hydrocarbons,aromatic",
"Hydrogen, chlor-alkali production mix",fluoride [Emissions to fresh water],,1.6123e-06,fluoride,
"Hydrogen, chlor-alkali production mix","propylene oxide [Emissions to air, unspecified]",,1.3331e-12,propene oxide,
"Hydrogen, chlor-alkali production mix",nitrite [Emissions to fresh water],,1.2216e-08,nitrite,
"Hydrogen, chlor-alkali production mix","non-methane volatile organic compounds [Emissions to air, unspecified]",,7.4026207e-05,non-methane volatile organic compounds,
"Hydrogen, chlor-alkali production mix",tert-butyl methyl ether [Emissions to fresh water],,1.0328e-10,tert-butyl methyl ether,
"Hydrogen, chlor-alkali production mix","R-40 [Emissions to air, unspecified]",,2.2804e-13,r-40,
"Hydrogen, chlor-alkali production mix","methylamine [Emissions to air, unspecified]",,1.0106e-15,methylamine,
"Hydrogen, chlor-alkali production mix",Hazardous waste for further processing,,0.00085641,hazardous waste for further processing,
"Hydrogen, chlor-alkali production mix",chloride [Emissions to fresh water],,0.019974,chloride,
"Hydrogen, chlor-alkali production mix",waste heat [Emissions to fresh water],,1.2921,waste heat,
"Hydrogen, chlor-alkali production mix",Filter dust,,0.0042125,filter dust,
"Hydrogen, chlor-alkali production mix",Dissolved solids [Emissions to fresh water],,1.1729e-06,dissolved solids,
"Hydrogen, chlor-alkali production mix",Catalysts material,,1.0262e-08,catalysts material,
"Hydrogen, chlor-alkali production mix","γ-butyrolactone [Emissions to air, unspecified]",,1.8517e-25,γ-butyrolactone,
"Hydrogen, chlor-alkali production mix","Terpenes [Emissions to air, unspecified]",,7.0693e-12,terpenes,
"Hydrogen, chlor-alkali production mix",hydrocarbons (unspecified) [Emissions to fresh water],,3.0831e-08,hydrocarbons,
"Hydrogen, chlor-alkali production mix","chromium VI [Emissions to air, unspecified]",,9.0453e-11,chromium vi,
"Hydrogen, chlor-alkali production mix","HFC-116 [Emissions to air, unspecified]",,6.5575e-11,hfc-116,
"Hydrogen, chlor-alkali production mix",propylene oxide [Emissions to fresh water],,3.2078e-12,propene oxide,
"Hydrogen, chlor-alkali production mix",Waste to recovery (unspecific),,4.4698e-08,waste to recovery,
"Hydrogen, chlor-alkali production mix",antimony-124 [Emissions to fresh water],,2.9059e-07,antimony-124,
"Hydrogen, chlor-alkali production mix",methylamine [Emissions to fresh water],,2.4254e-15,methylamine,
"Hydrogen, chlor-alkali production mix","water vapour [Emissions to air, unspecified]",,0.50794,water vapour,
"Hydrogen, chlor-alkali production mix",phosphate [Emissions to fresh water],,0.00011273,phosphate,
"Hydrogen, chlor-alkali production mix","acetonitrile [Emissions to air, unspecified]",,8.4831e-12,acetonitrile,
"Hydrogen, chlor-alkali production mix","Radioactive species, other beta emitters [Emissions to air, unspecified]",,2.3097e-05,"radioactive species,other beta emitters",
"Hydrogen, chlor-alkali production mix",Neutral salts [Emissions to fresh water],,2.9441e-11,neutral salts,
"Hydrogen, chlor-alkali production mix",chlorate [Emissions to fresh water],,7.8589e-05,chlorate,
"Hydrogen, chlor-alkali production mix","Chlorosilane, trimethyl- [Emissions to air, unspecified (long-term)]",,7.1658e-18,"chlorosilane,trimethyl-",
"Hydrogen, chlor-alkali production mix","hydrogen chloride [Emissions to air, unspecified]",,5.0191e-05,hydrogen chloride,
"Hydrogen, chlor-alkali production mix","fluorine [Emissions to air, unspecified]",,7.4148e-11,fluorine,
"Hydrogen, chlor-alkali production mix",biological oxygen demand [Emissions to fresh water],,3.2404e-05,biological oxygen demand,
"Hydrogen, chlor-alkali production mix","tert-butyl methyl ether [Emissions to air, unspecified]",,4.2848e-12,tert-butyl methyl ether,
"Hydrogen, chlor-alkali production mix",antimony-125 [Emissions to fresh water],,1.5828e-08,antimony-125,
"Hydrogen, chlor-alkali production mix",ethylenediamine [Emissions to fresh water],,3.8505e-13,ethenediamine,
"Hydrogen, chlor-alkali production mix","HCFC-124 [Emissions to air, unspecified]",,7.5813e-09,hcfc-124,
"Hydrogen, chlor-alkali production mix",Waste for recovery (unspecific),,0.00409488435,waste for recovery,
"Hydrogen, chlor-alkali production mix","ethylenediamine [Emissions to air, unspecified]",,1.6041e-13,ethenediamine,
"Hydrogen, chlor-alkali production mix","xenon-133 [Emissions to air, unspecified]",,0.086578,xenon-133,
"Hydrogen, chlor-alkali production mix","monoethanolamine [Emissions to air, unspecified]",,5.1097e-06,monoethanolamine,
"Hydrogen, chlor-alkali production mix",Sewage sludge dry,,3.803e-07,sewage sludge dry,
"Hydrogen, chlor-alkali production mix","sulphuric acid [Emissions to air, unspecified]",,4.4396e-20,sulphuric acid,
"Hydrogen, chlor-alkali production mix","Radioactive species, Nuclides, unspecified [Emissions to fresh water]",,0.04135753,"radioactive species,nuclides,unspecified",
"Hydrogen, chlor-alkali production mix",chemical oxygen demand [Emissions to fresh water],,7.015e-05,chemical oxygen demand,
"Hydrogen, chlor-alkali production mix",ammonium [Emissions to fresh water],,1.0945e-05,ammonium,
"Hydrogen, chlor-alkali production mix",Gypsum (FGD),,0.0050663,gypsum,
"Hydrogen, chlor-alkali production mix","total suspended solids, unspecified [Emissions to fresh water]",,8.2947e-09,"total suspended solids,unspecified",
"Hydrogen, chlor-alkali production mix","hydrogen [Emissions to air, unspecified]",,0.056149,hydrogen,
"Hydrogen, chlor-alkali production mix","Carbonyl sulfide [Emissions to air, unspecified]",,1.1012e-11,carbonyl sulfide,
"polyethylene, LLDPE, granulate, at plant","Energy, gross calorific value, in biomass",,-0.38045,"energy,gross calorific value,in biomass",
"polyethylene, LLDPE, granulate, at plant","Energy, gross calorific value, in biomass, primary forest",,-8.4075e-07,"energy,gross calorific value,in biomass,primary forest",
"polyethylene, LLDPE, granulate, at plant","Peat, in ground",,-2.6029e-05,"peat,in ground",
"polyethylene, LLDPE, granulate, at plant","Wood, hard, standing",,-3.2981e-07,"wood,hard,standing",
"polyethylene, LLDPE, granulate, at plant","Wood, primary forest, standing",,-7.7991e-11,"wood,primary forest,standing",
"polyethylene, LLDPE, granulate, at plant","Wood, soft, standing",,-8.8504e-07,"wood,soft,standing",
"polyethylene, LLDPE, granulate, at plant","Wood, unspecified, standing",,-1.8783e-10,"wood,unspecified,standing",
"polyethylene, LLDPE, granulate, at plant",primary energy from wind power,,-0.1059,primary energy from wind power,
"polyethylene, LLDPE, granulate, at plant",primary energy from solar energy,,-0.016638,primary energy from solar energy,
"polyethylene, LLDPE, granulate, at plant",bauxite,,-0.0001823,bauxite,
"polyethylene, LLDPE, granulate, at plant","Anhydrite, in ground",,-4.8891e-07,"anhydrite,in ground",
"polyethylene, LLDPE, granulate, at plant",baryte,,-6.7519e-06,baryte,
"polyethylene, LLDPE, granulate, at plant",basalt,,-9.2606e-10,basalt,
"polyethylene, LLDPE, granulate, at plant",borax,,-1.8361e-10,borax,
"polyethylene, LLDPE, granulate, at plant",calcium carbonate,,-0.0050347,calcium carbonate,
"polyethylene, LLDPE, granulate, at plant","Carbon, in organic matter, in soil",,-1.2127e-08,"carbon,in organic matter,in soil",
"polyethylene, LLDPE, granulate, at plant",cerium,,-1.4988e-07,cerium,
"polyethylene, LLDPE, granulate, at plant",asbestos (white),,-7.4391e-08,asbestos,
"polyethylene, LLDPE, granulate, at plant",cinnabar,,-7.0057e-09,cinnabar,
"polyethylene, LLDPE, granulate, at plant",bentonite,,-7.8346e-06,bentonite,
"polyethylene, LLDPE, granulate, at plant",clay,,-0.00021417,clay,
"polyethylene, LLDPE, granulate, at plant",brown coal;  11.9 MJ/kg,,-0.059511,brown coal 119 mjkg,
"polyethylene, LLDPE, granulate, at plant",hard coal;  26.3 MJ/kg,,-0.05368,hard coal 263 mjkg,
"polyethylene, LLDPE, granulate, at plant",colemanite,,-5.216e-09,colemanite,
"polyethylene, LLDPE, granulate, at plant",diatomite,,-2.3041e-13,diatomite,
"polyethylene, LLDPE, granulate, at plant",dolomite,,-2.3106e-07,dolomite,
"polyethylene, LLDPE, granulate, at plant",primary energy from geothermics,,-0.00070257,primary energy from geothermics,
"polyethylene, LLDPE, granulate, at plant",europium,,-3.7551e-10,europium,
"polyethylene, LLDPE, granulate, at plant",feldspar,,-2.9725e-15,feldspar,
"polyethylene, LLDPE, granulate, at plant",fluorine,,-6.9175e-07,fluorine,
"polyethylene, LLDPE, granulate, at plant",fluorspar,,-2.0615e-05,fluorspar,
"polyethylene, LLDPE, granulate, at plant",gadolinium,,-9.372e-10,gadolinium,
"polyethylene, LLDPE, granulate, at plant","Gas, mine, off-gas, process, coal mining",,-0.0001881,"gas,mine,off-gas,process,coal mining",
"polyethylene, LLDPE, granulate, at plant","Gas, natural, in ground",,-0.38694,"gas,natural,in ground",
"polyethylene, LLDPE, granulate, at plant",granite,,-2.8036e-15,granite,
"polyethylene, LLDPE, granulate, at plant",gravel,,-0.00069589,gravel,
"polyethylene, LLDPE, granulate, at plant",gypsum,,-2.67e-08,gypsum,
"polyethylene, LLDPE, granulate, at plant",kaolinite,,-5.8814e-05,kaolinite,
"polyethylene, LLDPE, granulate, at plant",kieserite,,-1.8642e-10,kieserite,
"polyethylene, LLDPE, granulate, at plant",lanthanum,,-4.4933e-08,lanthanum,
"polyethylene, LLDPE, granulate, at plant",magnesite,,-2.0873e-07,magnesite,
"polyethylene, LLDPE, granulate, at plant",inert rock,,-4.1187e-08,inert rock,
"polyethylene, LLDPE, granulate, at plant",neodymium,,-2.4713e-08,neodymium,
"polyethylene, LLDPE, granulate, at plant",crude oil; 42.3 MJ/kg,,-1.2721,crude oil 423 mjkg,
"polyethylene, LLDPE, granulate, at plant",olivine,,-1.6886e-07,olivine,
"polyethylene, LLDPE, granulate, at plant",praseodymium,,-2.6221e-09,praseodymium,
